order_id,order_date,product_id,product_name,category,price,quantity,channel,city,customer_id,stock_available,sales,stock_status,total_sales
2607,15/04/2024,1095,Headphones,Electronics,1634.36,3,App,Bangalore,5326,444,4903.08,Overstock,4903.08
2608,28/04/2023,1058,Sofa,Sports,4313.82,3,Online,Hyderabad,5523,297,12941.46,Optimal,12941.46
2609,27/06/2024,1055,Laptop,Sports,2253.32,4,App,Mumbai,5758,454,9013.28,Overstock,9013.28
2610,15/05/2024,1090,Shirt,Home,111.83,3,App,Delhi,6685,192,335.49,Optimal,335.49
2611,19/05/2022,1009,Sofa,Electronics,3686.52,4,App,Delhi,6936,451,14746.08,Overstock,14746.08
2612,22/09/2024,1024,Shoes,Home,4401.43,1,Store,Bangalore,5076,472,4401.43,Overstock,4401.43
2613,11/03/2023,1044,Bag,Sports,2473.37,2,Store,Mumbai,5357,117,4946.74,Optimal,4946.74
2614,24/05/2023,1096,Laptop,Electronics,2328.26,1,Online,Hyderabad,5175,17,2328.26,Understock,2328.26
2615,30/09/2022,1010,Laptop,Clothing,4046.7,2,Online,Bangalore,6229,71,8093.4,Optimal,8093.4
2616,14/04/2022,1008,Phone,Sports,4435.4,3,App,Mumbai,5710,113,13306.2,Optimal,13306.199999999999
2617,01/02/2024,1006,Shoes,Sports,4874.66,3,Online,Bangalore,5561,167,14623.98,Optimal,14623.98
2618,26/02/2024,1070,Phone,Home,1793.69,2,Online,Delhi,6618,113,3587.38,Optimal,3587.38
2619,14/06/2022,1033,Bag,Sports,3013.97,3,Online,Hyderabad,6210,327,9041.91,Overstock,9041.91
2620,25/09/2024,1082,Watch,Home,4132.3,1,Online,Bangalore,6702,26,4132.3,Understock,4132.3
2621,04/06/2023,1019,Laptop,Electronics,2706.07,4,Store,Bangalore,5966,433,10824.28,Overstock,10824.28
2622,01/06/2023,1088,Sofa,Clothing,2363.08,2,Store,Bangalore,5955,130,4726.16,Optimal,4726.16
2623,19/10/2023,1004,Watch,Clothing,2902.47,4,Online,Bangalore,6498,131,11609.88,Optimal,11609.88
2624,05/09/2023,1092,Shoes,Home,1848.65,4,Online,Hyderabad,5784,47,7394.6,Understock,7394.6
2625,13/06/2022,1054,Laptop,Clothing,1041.17,3,Online,Bangalore,6825,221,3123.51,Optimal,3123.51
2626,05/03/2022,1090,Headphones,Clothing,426.49,3,App,Hyderabad,6389,350,1279.47,Overstock,1279.47
2627,24/09/2022,1088,Shoes,Sports,3088.91,3,Store,Bangalore,6866,386,9266.73,Overstock,9266.73
2628,03/09/2022,1014,Watch,Sports,1957.76,4,Online,Mumbai,6672,86,7831.04,Optimal,7831.04
2629,30/01/2023,1047,Sofa,Electronics,4426.47,2,App,Bangalore,5806,329,8852.94,Overstock,8852.94
2630,21/04/2023,1003,Shirt,Sports,1192.5,1,Store,Hyderabad,6346,342,1192.5,Overstock,1192.5
2631,03/09/2024,1077,Phone,Sports,1622.49,1,Store,Mumbai,6174,201,1622.49,Optimal,1622.49
2632,09/11/2024,1080,Headphones,Sports,4855.48,3,Store,Delhi,6911,200,14566.44,Optimal,14566.439999999999
2633,12/07/2023,1020,Phone,Sports,2825.83,4,Online,Delhi,6703,356,11303.32,Overstock,11303.32
2634,14/10/2024,1079,Bag,Clothing,1799.09,2,Store,Mumbai,6521,40,3598.18,Understock,3598.18
2635,01/06/2024,1089,Bag,Clothing,4318.38,2,Online,Mumbai,5131,168,8636.76,Optimal,8636.76
2636,27/05/2022,1008,Watch,Clothing,3742.54,4,Online,Hyderabad,6976,468,14970.16,Overstock,14970.16
2637,28/10/2023,1065,Laptop,Sports,2908.4,4,Store,Delhi,6644,415,11633.6,Overstock,11633.6
2638,12/09/2023,1078,Laptop,Clothing,4456.59,2,Online,Hyderabad,6679,7,8913.18,Understock,8913.18
2639,30/03/2024,1034,Sofa,Electronics,560.41,3,App,Mumbai,5124,417,1681.23,Overstock,1681.23
2640,13/05/2024,1087,Bag,Electronics,2033.02,4,App,Hyderabad,5058,293,8132.08,Optimal,8132.08
2641,05/08/2023,1050,Laptop,Sports,4071.7,1,App,Mumbai,5212,17,4071.7,Understock,4071.7
2642,19/10/2024,1077,Laptop,Clothing,1991.12,4,Store,Delhi,5280,478,7964.48,Overstock,7964.48
2643,26/11/2023,1036,Laptop,Electronics,4641.01,2,App,Bangalore,6412,0,9282.02,Understock,9282.02
2644,11/02/2023,1005,Shoes,Home,847.35,1,Store,Mumbai,6408,312,847.35,Overstock,847.35
2645,03/02/2023,1081,Shoes,Sports,1749.52,2,Online,Hyderabad,6789,211,3499.04,Optimal,3499.04
2646,16/12/2023,1085,Bag,Electronics,2186.14,2,Online,Mumbai,6773,143,4372.28,Optimal,4372.28
2647,05/12/2023,1081,Shirt,Electronics,3466.11,1,Store,Mumbai,5479,1,3466.11,Understock,3466.11
2648,31/01/2024,1050,Bag,Electronics,1057.21,4,Store,Bangalore,5740,313,4228.84,Overstock,4228.84
2649,14/05/2023,1065,Shoes,Home,148.33,2,Online,Hyderabad,5147,280,296.66,Optimal,296.66
2650,31/08/2024,1095,Bag,Home,4884.9,1,Store,Mumbai,5138,361,4884.9,Overstock,4884.9
2651,23/03/2022,1016,Headphones,Home,4503.91,2,Store,Hyderabad,6376,339,9007.82,Overstock,9007.82
2652,27/08/2023,1064,Headphones,Electronics,1571.09,1,Online,Delhi,5099,120,1571.09,Optimal,1571.09
2653,11/02/2024,1008,Phone,Home,2469.06,3,App,Hyderabad,5799,99,7407.18,Optimal,7407.18
2654,21/06/2024,1012,Headphones,Sports,2495.71,2,Online,Hyderabad,6234,491,4991.42,Overstock,4991.42
2655,31/12/2022,1099,Watch,Home,4359.21,2,Online,Bangalore,6446,398,8718.42,Overstock,8718.42
2656,12/06/2022,1057,Shirt,Sports,3025.59,1,Store,Hyderabad,6387,395,3025.59,Overstock,3025.59
2657,07/12/2024,1029,Laptop,Electronics,4149.51,1,Store,Delhi,6196,143,4149.51,Optimal,4149.51
2658,26/05/2023,1030,Phone,Clothing,4568.77,1,Online,Hyderabad,6464,250,4568.77,Optimal,4568.77
2659,26/04/2022,1022,Shirt,Sports,2873.17,1,Online,Hyderabad,5849,322,2873.17,Overstock,2873.17
2660,29/07/2024,1062,Watch,Sports,1498.86,4,App,Bangalore,6827,486,5995.44,Overstock,5995.44
2661,03/12/2022,1027,Shirt,Sports,2543.67,4,Online,Hyderabad,6961,183,10174.68,Optimal,10174.68
2662,30/05/2024,1058,Phone,Electronics,4269.26,4,Online,Hyderabad,6879,59,17077.04,Optimal,17077.04
2663,07/01/2024,1009,Shirt,Sports,2959.73,3,Online,Delhi,5639,388,8879.19,Overstock,8879.19
2664,19/04/2024,1088,Phone,Electronics,4489.04,2,App,Bangalore,5607,233,8978.08,Optimal,8978.08
2665,27/05/2022,1099,Shirt,Sports,4487.64,4,Online,Bangalore,6800,372,17950.56,Overstock,17950.56
2666,19/03/2023,1089,Shirt,Electronics,1929.46,4,App,Mumbai,5628,400,7717.84,Overstock,7717.84
2667,16/04/2024,1025,Headphones,Clothing,2295.76,2,App,Hyderabad,5663,185,4591.52,Optimal,4591.52
2668,02/11/2024,1076,Shirt,Electronics,3421.78,4,Online,Mumbai,5846,84,13687.12,Optimal,13687.12
2669,31/07/2024,1016,Phone,Electronics,644.22,2,App,Bangalore,6582,132,1288.44,Optimal,1288.44
2670,14/10/2022,1039,Shirt,Clothing,2381.23,3,Store,Hyderabad,6023,254,7143.69,Optimal,7143.6900000000005
2671,21/12/2023,1067,Bag,Electronics,831.99,1,App,Mumbai,5941,16,831.99,Understock,831.99
2672,25/04/2023,1022,Headphones,Electronics,4254.99,3,Store,Delhi,5236,203,12764.97,Optimal,12764.97
2673,22/01/2022,1034,Watch,Sports,4719.64,2,Store,Bangalore,6493,78,9439.28,Optimal,9439.28
2674,14/11/2023,1074,Watch,Electronics,793.59,2,Store,Hyderabad,6761,88,1587.18,Optimal,1587.18
2675,24/06/2024,1075,Shoes,Sports,3369.97,4,Online,Delhi,6014,163,13479.88,Optimal,13479.88
2676,16/11/2022,1008,Shoes,Clothing,3219.06,4,Online,Bangalore,5826,321,12876.24,Overstock,12876.24
2677,06/05/2022,1078,Shoes,Electronics,3824.37,1,App,Mumbai,5265,87,3824.37,Optimal,3824.37
2678,04/10/2022,1044,Shoes,Clothing,3509.32,1,Online,Bangalore,6921,304,3509.32,Overstock,3509.32
2679,13/07/2022,1036,Bag,Clothing,1163.93,4,App,Delhi,5297,465,4655.72,Overstock,4655.72
2680,27/11/2023,1068,Shoes,Home,1526.94,4,Online,Mumbai,5870,274,6107.76,Optimal,6107.76
2681,26/02/2022,1018,Watch,Electronics,909.64,3,App,Bangalore,6129,158,2728.92,Optimal,2728.92
2682,19/01/2022,1074,Laptop,Electronics,4613.61,2,Online,Hyderabad,6414,162,9227.22,Optimal,9227.22
2683,21/09/2022,1072,Shirt,Sports,2656.93,3,App,Mumbai,5384,420,7970.79,Overstock,7970.789999999999
2684,04/03/2024,1098,Watch,Sports,4883.19,2,Store,Bangalore,5136,13,9766.38,Understock,9766.38
2685,23/04/2022,1026,Watch,Home,2301.68,1,App,Hyderabad,5169,447,2301.68,Overstock,2301.68
2686,26/06/2023,1012,Sofa,Home,2808.34,1,Store,Delhi,5281,338,2808.34,Overstock,2808.34
2687,09/10/2023,1056,Laptop,Electronics,3967.54,2,Store,Bangalore,6230,493,7935.08,Overstock,7935.08
2688,02/08/2023,1059,Phone,Electronics,4006.4,1,App,Delhi,5748,498,4006.4,Overstock,4006.4
2689,24/12/2024,1011,Headphones,Home,1232.63,2,Store,Hyderabad,5635,384,2465.26,Overstock,2465.26
2690,25/01/2022,1008,Laptop,Electronics,1512.59,4,Online,Mumbai,6848,407,6050.36,Overstock,6050.36
2691,01/01/2022,1091,Sofa,Electronics,579.25,4,App,Hyderabad,5789,164,2317.0,Optimal,2317.0
2692,29/06/2024,1076,Watch,Electronics,4046.78,1,Online,Bangalore,6110,151,4046.78,Optimal,4046.78
2693,21/05/2022,1083,Laptop,Home,3989.92,1,Online,Bangalore,5258,208,3989.92,Optimal,3989.92
2694,10/10/2023,1076,Shirt,Home,498.17,3,App,Bangalore,6517,312,1494.51,Overstock,1494.51
2695,07/07/2022,1026,Shoes,Clothing,1361.42,1,Online,Delhi,5906,80,1361.42,Optimal,1361.42
2696,20/07/2022,1089,Shirt,Sports,2304.35,2,App,Mumbai,5823,498,4608.7,Overstock,4608.7
2697,14/09/2022,1062,Laptop,Clothing,2754.72,2,App,Bangalore,6778,108,5509.44,Optimal,5509.44
2698,01/07/2023,1092,Watch,Electronics,2660.47,2,Online,Delhi,6147,171,5320.94,Optimal,5320.94
2699,13/07/2022,1028,Watch,Electronics,4917.07,3,App,Hyderabad,6621,311,14751.21,Overstock,14751.21
2700,04/12/2023,1021,Sofa,Clothing,3844.21,4,App,Bangalore,6213,335,15376.84,Overstock,15376.84
2701,12/03/2024,1072,Phone,Clothing,654.62,2,App,Delhi,5167,0,1309.24,Understock,1309.24
2702,30/07/2024,1087,Shirt,Clothing,1538.16,3,Online,Bangalore,5461,374,4614.48,Overstock,4614.4800000000005
2703,18/02/2023,1018,Sofa,Electronics,1792.59,3,App,Delhi,5492,132,5377.77,Optimal,5377.7699999999995
2704,28/06/2024,1037,Phone,Electronics,1644.23,1,Store,Hyderabad,5911,493,1644.23,Overstock,1644.23
2705,07/07/2022,1094,Shoes,Clothing,3951.13,1,Store,Bangalore,6377,172,3951.13,Optimal,3951.13
2706,14/02/2022,1038,Shirt,Home,1866.75,4,Store,Bangalore,6655,386,7467.0,Overstock,7467.0
2707,24/03/2022,1014,Watch,Sports,2512.89,3,Online,Hyderabad,5516,186,7538.67,Optimal,7538.67
2708,24/12/2022,1053,Shirt,Sports,2713.93,2,Online,Delhi,5052,439,5427.86,Overstock,5427.86
2709,25/12/2024,1031,Watch,Clothing,1425.08,3,Online,Delhi,6607,27,4275.24,Understock,4275.24
2710,24/07/2024,1045,Watch,Home,1681.21,1,App,Delhi,6857,214,1681.21,Optimal,1681.21
2711,10/01/2023,1060,Shoes,Sports,3921.99,3,App,Delhi,5650,449,11765.97,Overstock,11765.97
2712,11/06/2022,1092,Shoes,Home,4346.75,2,Online,Mumbai,5114,284,8693.5,Optimal,8693.5
2713,18/11/2022,1051,Laptop,Sports,281.69,3,Online,Delhi,5104,379,845.07,Overstock,845.0699999999999
2714,26/03/2023,1033,Phone,Sports,3065.26,4,Store,Delhi,5762,267,12261.04,Optimal,12261.04
2715,02/11/2024,1072,Sofa,Electronics,3203.83,4,Store,Delhi,6531,392,12815.32,Overstock,12815.32
2716,03/07/2022,1034,Headphones,Home,3712.82,4,Store,Mumbai,5044,165,14851.28,Optimal,14851.28
2717,21/04/2022,1069,Headphones,Sports,3499.85,1,Store,Hyderabad,5189,95,3499.85,Optimal,3499.85
2718,23/05/2023,1036,Shoes,Home,4399.38,4,Online,Mumbai,6896,73,17597.52,Optimal,17597.52
2719,22/10/2022,1077,Laptop,Clothing,484.51,3,Online,Hyderabad,6000,383,1453.53,Overstock,1453.53
2720,22/06/2024,1060,Phone,Clothing,2003.02,2,Store,Hyderabad,6650,49,4006.04,Understock,4006.04
2721,31/08/2024,1048,Bag,Home,3932.24,4,Store,Delhi,6391,207,15728.96,Optimal,15728.96
2722,24/09/2023,1008,Phone,Sports,4248.24,2,Store,Mumbai,6622,108,8496.48,Optimal,8496.48
2723,16/11/2024,1018,Shirt,Clothing,1397.37,1,Online,Delhi,6600,337,1397.37,Overstock,1397.37
2724,03/01/2024,1086,Laptop,Clothing,2967.89,1,Online,Mumbai,5585,141,2967.89,Optimal,2967.89
2725,17/11/2022,1027,Laptop,Sports,985.75,1,Online,Bangalore,6413,144,985.75,Optimal,985.75
2726,01/07/2024,1079,Shirt,Clothing,4269.38,1,App,Bangalore,6090,219,4269.38,Optimal,4269.38
2727,13/03/2023,1025,Headphones,Clothing,3679.11,4,Online,Hyderabad,5978,428,14716.44,Overstock,14716.44
2728,20/02/2024,1037,Sofa,Sports,1188.12,3,App,Bangalore,5796,339,3564.36,Overstock,3564.3599999999997
2729,12/12/2024,1039,Headphones,Home,3156.49,1,Online,Bangalore,6870,251,3156.49,Optimal,3156.49
2730,27/12/2023,1024,Shoes,Home,2595.67,2,Online,Bangalore,5507,84,5191.34,Optimal,5191.34
2731,31/01/2022,1098,Watch,Sports,1368.25,1,App,Bangalore,6622,317,1368.25,Overstock,1368.25
2732,03/12/2022,1068,Shirt,Sports,4476.3,4,Store,Bangalore,6840,232,17905.2,Optimal,17905.2
2733,02/07/2022,1070,Shoes,Home,824.41,3,Store,Bangalore,5519,264,2473.23,Optimal,2473.23
2734,12/11/2024,1022,Watch,Sports,2390.55,3,App,Hyderabad,5344,365,7171.65,Overstock,7171.650000000001
2735,28/06/2023,1088,Laptop,Home,2955.71,4,App,Delhi,6013,97,11822.84,Optimal,11822.84
2736,30/10/2024,1064,Headphones,Home,4135.37,3,App,Mumbai,5869,262,12406.11,Optimal,12406.11
2737,22/10/2023,1021,Shirt,Electronics,835.88,4,Online,Hyderabad,6075,453,3343.52,Overstock,3343.52
2738,09/06/2022,1063,Watch,Clothing,3084.96,4,App,Delhi,6149,132,12339.84,Optimal,12339.84
2739,03/11/2024,1067,Sofa,Sports,132.14,3,Online,Mumbai,5779,77,396.42,Optimal,396.41999999999996
2740,16/02/2023,1057,Shoes,Electronics,4130.65,4,App,Hyderabad,6664,382,16522.6,Overstock,16522.6
2741,08/10/2024,1027,Headphones,Home,1250.19,2,App,Mumbai,6539,284,2500.38,Optimal,2500.38
2742,22/02/2022,1077,Shoes,Sports,3632.49,4,App,Bangalore,5870,131,14529.96,Optimal,14529.96
2743,12/02/2023,1096,Shoes,Clothing,3049.2,1,Store,Delhi,6245,395,3049.2,Overstock,3049.2
2744,26/04/2024,1067,Laptop,Home,345.62,1,App,Mumbai,5225,110,345.62,Optimal,345.62
2745,11/11/2024,1074,Headphones,Electronics,997.83,1,Online,Hyderabad,6143,117,997.83,Optimal,997.83
2746,19/11/2024,1095,Watch,Home,1411.93,1,Store,Hyderabad,6211,137,1411.93,Optimal,1411.93
2747,04/12/2023,1003,Shoes,Sports,4444.97,4,Store,Hyderabad,6194,305,17779.88,Overstock,17779.88
2748,17/09/2022,1000,Phone,Clothing,2455.94,4,Store,Bangalore,6384,259,9823.76,Optimal,9823.76
2749,18/12/2024,1025,Headphones,Home,4576.17,4,Store,Hyderabad,5096,384,18304.68,Overstock,18304.68
2750,15/02/2024,1032,Shoes,Sports,332.5,1,Store,Bangalore,6707,495,332.5,Overstock,332.5
2751,01/11/2024,1080,Laptop,Sports,132.16,1,Store,Bangalore,5925,303,132.16,Overstock,132.16
2752,29/04/2024,1026,Shirt,Home,4746.41,1,App,Bangalore,5935,421,4746.41,Overstock,4746.41
2753,20/12/2022,1041,Shoes,Clothing,3647.19,3,App,Hyderabad,5268,72,10941.57,Optimal,10941.57
2754,22/05/2024,1068,Shoes,Sports,3938.25,3,Store,Delhi,5413,148,11814.75,Optimal,11814.75
2755,17/09/2024,1070,Shirt,Electronics,4587.45,2,Store,Delhi,6273,408,9174.9,Overstock,9174.9
2756,14/10/2024,1063,Watch,Electronics,4924.24,4,Online,Mumbai,6938,359,19696.96,Overstock,19696.96
2757,21/10/2022,1024,Watch,Clothing,578.79,3,Online,Bangalore,5787,140,1736.37,Optimal,1736.37
2758,28/07/2022,1071,Bag,Clothing,875.63,4,Store,Delhi,5165,439,3502.52,Overstock,3502.52
2759,28/03/2024,1097,Phone,Electronics,1024.01,4,Online,Hyderabad,5190,85,4096.04,Optimal,4096.04
2760,25/01/2023,1003,Laptop,Clothing,4110.25,2,Online,Mumbai,5372,106,8220.5,Optimal,8220.5
2761,21/11/2022,1011,Shirt,Electronics,1842.19,1,App,Mumbai,6859,151,1842.19,Optimal,1842.19
2762,28/07/2024,1057,Laptop,Home,3007.03,4,App,Hyderabad,6141,291,12028.12,Optimal,12028.12
2763,07/06/2024,1094,Watch,Electronics,4290.59,1,Online,Hyderabad,5022,433,4290.59,Overstock,4290.59
2764,30/10/2023,1010,Shirt,Clothing,3447.48,4,App,Bangalore,5216,486,13789.92,Overstock,13789.92
2765,25/09/2023,1058,Sofa,Home,420.54,3,Online,Hyderabad,5382,90,1261.62,Optimal,1261.6200000000001
2766,31/07/2023,1035,Phone,Clothing,2283.8,3,App,Hyderabad,6162,291,6851.4,Optimal,6851.400000000001
2767,17/05/2022,1021,Bag,Electronics,430.75,1,Store,Bangalore,5030,233,430.75,Optimal,430.75
2768,04/03/2023,1064,Sofa,Home,2446.33,1,Store,Hyderabad,5971,10,2446.33,Understock,2446.33
2769,04/09/2023,1049,Watch,Sports,1174.58,3,Online,Bangalore,5552,156,3523.74,Optimal,3523.74
2770,29/06/2024,1003,Headphones,Electronics,106.41,1,Online,Delhi,5225,265,106.41,Optimal,106.41
2771,29/03/2024,1099,Shirt,Home,4084.44,3,Online,Mumbai,5568,421,12253.32,Overstock,12253.32
2772,21/05/2022,1071,Watch,Sports,4849.98,1,App,Bangalore,6565,80,4849.98,Optimal,4849.98
2773,26/06/2022,1088,Shirt,Clothing,4824.25,4,Online,Mumbai,6131,364,19297.0,Overstock,19297.0
2774,17/07/2022,1091,Laptop,Electronics,1566.01,3,App,Mumbai,6231,163,4698.03,Optimal,4698.03
2775,16/09/2023,1051,Shirt,Home,4160.99,4,Store,Delhi,6375,331,16643.96,Overstock,16643.96
2776,22/11/2023,1099,Watch,Sports,3426.01,3,Store,Mumbai,6519,275,10278.03,Optimal,10278.03
2777,05/02/2023,1099,Laptop,Home,4020.37,1,Store,Delhi,6379,33,4020.37,Understock,4020.37
2778,16/04/2023,1042,Laptop,Home,4246.57,1,App,Delhi,5593,315,4246.57,Overstock,4246.57
2779,06/08/2022,1045,Shirt,Electronics,4903.37,4,App,Bangalore,6671,419,19613.48,Overstock,19613.48
2780,17/07/2024,1003,Laptop,Clothing,843.48,4,Store,Mumbai,5990,217,3373.92,Optimal,3373.92
2781,24/09/2023,1012,Bag,Sports,3871.76,3,App,Bangalore,5931,43,11615.28,Understock,11615.28
2782,08/08/2024,1037,Bag,Clothing,3697.35,2,App,Bangalore,5204,58,7394.7,Optimal,7394.7
2783,24/06/2024,1044,Watch,Sports,1509.91,2,Online,Bangalore,6489,46,3019.82,Understock,3019.82
2784,24/06/2022,1024,Headphones,Home,2023.68,2,App,Bangalore,5573,403,4047.36,Overstock,4047.36
2785,23/01/2022,1066,Phone,Sports,966.11,2,App,Hyderabad,5930,478,1932.22,Overstock,1932.22
2786,23/08/2022,1054,Sofa,Sports,4575.04,1,Online,Bangalore,6400,421,4575.04,Overstock,4575.04
2787,02/11/2024,1095,Bag,Clothing,4408.75,4,Store,Delhi,5154,266,17635.0,Optimal,17635.0
2788,17/07/2024,1038,Shirt,Sports,3108.77,2,Store,Mumbai,6925,323,6217.54,Overstock,6217.54
2789,07/06/2023,1064,Bag,Electronics,2606.99,2,Online,Delhi,6785,464,5213.98,Overstock,5213.98
2790,07/03/2023,1074,Laptop,Clothing,1241.15,4,Store,Delhi,5575,109,4964.6,Optimal,4964.6
2791,03/03/2024,1001,Laptop,Clothing,3969.06,3,Store,Hyderabad,6532,194,11907.18,Optimal,11907.18
2792,17/06/2023,1068,Watch,Electronics,140.2,3,Store,Hyderabad,6737,295,420.6,Optimal,420.59999999999997
2793,05/09/2024,1085,Laptop,Electronics,2367.65,1,Store,Delhi,6700,161,2367.65,Optimal,2367.65
2794,20/03/2024,1061,Laptop,Clothing,4316.7,3,App,Hyderabad,5814,407,12950.1,Overstock,12950.099999999999
2795,01/07/2024,1045,Phone,Clothing,3130.58,2,Store,Delhi,6195,367,6261.16,Overstock,6261.16
2796,20/05/2024,1076,Headphones,Clothing,3212.1,4,App,Bangalore,5070,334,12848.4,Overstock,12848.4
2797,24/06/2023,1086,Shirt,Home,446.47,2,App,Hyderabad,6103,485,892.94,Overstock,892.94
2798,20/10/2024,1030,Shirt,Sports,1504.85,4,Store,Mumbai,6089,124,6019.4,Optimal,6019.4
2799,15/08/2022,1098,Watch,Electronics,3401.92,1,Online,Delhi,6066,440,3401.92,Overstock,3401.92
2800,22/05/2024,1034,Phone,Home,343.12,1,App,Hyderabad,5568,449,343.12,Overstock,343.12
2801,10/06/2024,1044,Phone,Home,1721.59,2,Online,Hyderabad,5233,157,3443.18,Optimal,3443.18
2802,02/11/2024,1076,Phone,Home,1834.33,3,Store,Hyderabad,6454,368,5502.99,Overstock,5502.99
2803,29/07/2022,1053,Shirt,Sports,2543.72,3,Store,Delhi,6624,251,7631.16,Optimal,7631.16
2804,11/01/2024,1070,Headphones,Home,1875.64,1,Online,Mumbai,5857,337,1875.64,Overstock,1875.64
2805,01/02/2023,1068,Shoes,Clothing,2325.18,4,App,Bangalore,6625,180,9300.72,Optimal,9300.72
2806,31/01/2022,1028,Watch,Electronics,2780.29,4,App,Bangalore,6911,38,11121.16,Understock,11121.16
2807,16/06/2024,1071,Watch,Sports,728.9,1,App,Bangalore,5529,422,728.9,Overstock,728.9
2808,11/10/2023,1007,Sofa,Sports,984.33,1,App,Delhi,6509,72,984.33,Optimal,984.33
2809,25/11/2022,1053,Bag,Clothing,4179.3,2,Store,Mumbai,5403,436,8358.6,Overstock,8358.6
2810,09/08/2024,1006,Bag,Electronics,2352.86,3,App,Hyderabad,6010,328,7058.58,Overstock,7058.58
2811,13/09/2023,1082,Phone,Home,1840.25,3,Store,Mumbai,6243,311,5520.75,Overstock,5520.75
2812,11/06/2022,1022,Bag,Sports,2226.02,3,App,Bangalore,5194,279,6678.06,Optimal,6678.0599999999995
2813,15/02/2024,1099,Phone,Electronics,956.61,2,Store,Mumbai,5893,47,1913.22,Understock,1913.22
2814,01/10/2022,1031,Shirt,Sports,1275.25,1,App,Delhi,5568,52,1275.25,Optimal,1275.25
2815,23/10/2024,1061,Headphones,Electronics,2626.07,3,Online,Delhi,5355,420,7878.21,Overstock,7878.210000000001
2816,17/11/2024,1044,Watch,Electronics,1858.74,2,App,Bangalore,6895,241,3717.48,Optimal,3717.48
2817,22/11/2022,1067,Bag,Electronics,2429.73,4,App,Mumbai,6152,339,9718.92,Overstock,9718.92
2818,28/07/2024,1029,Shirt,Clothing,833.55,3,Online,Mumbai,5329,43,2500.65,Understock,2500.6499999999996
2819,24/06/2023,1038,Headphones,Sports,866.69,4,Store,Hyderabad,5107,420,3466.76,Overstock,3466.76
2820,03/05/2023,1004,Sofa,Home,1981.32,2,App,Delhi,6374,307,3962.64,Overstock,3962.64
2821,01/04/2024,1066,Laptop,Clothing,1956.4,3,Online,Hyderabad,5979,470,5869.2,Overstock,5869.200000000001
2822,24/12/2024,1021,Shirt,Home,4428.33,1,App,Mumbai,6463,474,4428.33,Overstock,4428.33
2823,22/12/2022,1027,Headphones,Clothing,263.91,3,Store,Mumbai,6031,10,791.73,Understock,791.73
2824,23/08/2022,1021,Headphones,Clothing,4964.99,2,App,Hyderabad,5815,53,9929.98,Optimal,9929.98
2825,15/08/2022,1085,Sofa,Clothing,4786.96,4,Store,Hyderabad,5185,348,19147.84,Overstock,19147.84
2826,18/02/2022,1097,Headphones,Electronics,2757.03,3,Store,Mumbai,5628,92,8271.09,Optimal,8271.09
2827,28/04/2022,1028,Bag,Sports,3621.91,2,Online,Mumbai,5703,54,7243.82,Optimal,7243.82
2828,23/02/2022,1042,Shirt,Electronics,4682.75,2,App,Hyderabad,6094,330,9365.5,Overstock,9365.5
2829,19/07/2023,1041,Shirt,Electronics,1330.85,3,App,Bangalore,5952,170,3992.55,Optimal,3992.5499999999997
2830,03/12/2024,1059,Shirt,Electronics,1646.59,2,Online,Hyderabad,6458,202,3293.18,Optimal,3293.18
2831,22/02/2022,1076,Shoes,Clothing,643.53,4,Store,Delhi,6250,479,2574.12,Overstock,2574.12
2832,12/07/2023,1070,Bag,Clothing,2862.85,4,Online,Delhi,5490,103,11451.4,Optimal,11451.4
2833,17/05/2024,1073,Headphones,Home,881.3,4,Online,Delhi,5551,47,3525.2,Understock,3525.2
2834,02/02/2023,1091,Shoes,Sports,4661.27,2,Online,Bangalore,6107,431,9322.54,Overstock,9322.54
2835,06/11/2023,1067,Phone,Electronics,2214.68,4,Store,Delhi,5770,305,8858.72,Overstock,8858.72
2836,22/01/2023,1058,Shoes,Electronics,4606.46,1,Store,Bangalore,5702,88,4606.46,Optimal,4606.46
2837,21/04/2022,1095,Sofa,Electronics,1104.99,1,App,Mumbai,5010,369,1104.99,Overstock,1104.99
2838,06/09/2023,1085,Shirt,Sports,3500.78,1,Online,Delhi,6081,466,3500.78,Overstock,3500.78
2839,17/01/2022,1083,Shoes,Sports,3273.2,2,Online,Bangalore,6400,280,6546.4,Optimal,6546.4
2840,02/06/2024,1083,Watch,Sports,2058.41,3,App,Mumbai,5715,59,6175.23,Optimal,6175.23
2841,25/06/2023,1005,Shirt,Electronics,4501.88,3,Store,Hyderabad,5105,338,13505.64,Overstock,13505.64
2842,20/06/2022,1072,Laptop,Sports,2230.53,1,Store,Mumbai,6641,274,2230.53,Optimal,2230.53
2843,13/02/2023,1027,Phone,Electronics,1072.31,2,App,Mumbai,5813,363,2144.62,Overstock,2144.62
2844,10/01/2024,1076,Shoes,Electronics,4887.23,1,App,Bangalore,5523,216,4887.23,Optimal,4887.23
2845,07/05/2024,1030,Watch,Sports,2263.26,1,App,Mumbai,6641,326,2263.26,Overstock,2263.26
2846,18/08/2022,1038,Headphones,Clothing,1119.56,4,App,Mumbai,6543,143,4478.24,Optimal,4478.24
2847,29/04/2022,1049,Watch,Electronics,1881.8,2,Online,Bangalore,5940,410,3763.6,Overstock,3763.6
2848,23/02/2024,1077,Shirt,Electronics,3106.2,1,Store,Hyderabad,5725,32,3106.2,Understock,3106.2
